#NOTES: 
#All Castle doors and gates are found in the castledoor.sql
#All Fort doors and gates are found in the fort_door.sql
#All thrones and signs are found in the staticobject.csv
#To make a door unlockable through the unlock skill, add true to the end of the string
#Table Description:
#name;static_object_id;posx;posy;posz;pos_minx;pos_miny;pos_minz;pos_maxx;pos_maxy;pos_maxz;hp;physical_defence;magic_defence;unlockable;auto_open

# Aden - Clan Halls
aden_clanhall_001;24180022;145358;25385;-2090;145356;25343;-2142;145360;25385;-1692;158250;644;518;False
aden_clanhall_002;24180023;145358;25304;-2090;145356;25304;-2142;145360;25345;-1692;158250;644;518;False
aden_clanhall_003;24180024;149438;23177;-2101;149437;23135;-2152;149439;23176;-1702;158250;644;518;False
aden_clanhall_004;24180025;149438;23095;-2101;149437;23095;-2152;149439;23136;-1702;158250;644;518;False
aden_clanhall_005;24180026;150299;23695;-2090;150297;23653;-2141;150301;23695;-1691;158250;644;518;False
aden_clanhall_006;24180027;150299;23614;-2090;150297;23614;-2141;150301;23656;-1691;158250;644;518;False
aden_clanhall_007;24180028;150444;26584;-2226;150443;26542;-2278;150446;26583;-1828;158250;644;518;False
aden_clanhall_008;24180029;150444;26502;-2226;150443;26502;-2278;150445;26543;-1828;158250;644;518;False
aden_clanhall_009;24180030;144359;28239;-2218;144357;28197;-2270;144359;28238;-1820;158250;644;518;False
aden_clanhall_010;24180031;144359;28158;-2218;144357;28157;-2270;144359;28198;-1820;158250;644;518;False
aden_clanhall_011;24180032;144294;27131;-2228;144293;27089;-2280;144295;27130;-1830;158250;644;518;False
aden_clanhall_012;24180033;144294;27049;-2228;144293;27049;-2280;144295;27090;-1830;158250;644;518;False
                                         
# Aden - Coliseum Gates
aden_colosseum_outer_001;24190001;147086;46721;-3434;147075;46641;-3434;147099;46800;-3178;687500;644;518;False;True
aden_colosseum_inner_001;24190002;148045;46721;-3435;148034;46642;-3435;148057;46800;-3179;687500;644;518;False;True
aden_colosseum_inner_002;24190003;150951;46721;-3435;150939;46640;-3435;150961;46797;-3179;687500;644;518;False;True
aden_colosseum_outer_002;24190004;151911;46721;-3435;151903;46644;-3435;151918;46798;-3179;687500;644;518;False;True
                                                
# Bandits Stronghold
bandit_outer_001;22170001;85621;-18127;-1670;85411;-18299;-1821;85633;-18118;-1471;158250;644;518;False
bandit_outer_002;22170002;85213;-18458;-1670;85206;-18466;-1821;85425;-18288;-1471;158250;644;518;False
bandit_inner_003;22170003;80818;-15357;-1762;80815;-15445;-1829;80821;-15349;-1379;158250;644;518;False
bandit_inner_004;22170004;80818;-15518;-1762;80815;-15525;-1829;80820;-15431;-1379;158250;644;518;False
                                        
# Cruma Tower - Core Room Doors
cruma_001;20210001;17624;112427;-6456;17506;112402;-6625;17741;112452;-6287;150000;476;383;True
cruma_002;20210002;17820;112427;-6456;17705;112402;-6627;17938;112452;-6289;150000;476;383;True
cruma_003;20210003;17721;112427;-6579;17623;112396;-6628;17819;112459;-6530;150000;476;383;True
                                  
# Dion - Clan Halls
H_Door_MV_01;20220011;18879;143353;-2998;18874;143315;-3039;18880;143353;-2589;158250;644;518;False
H_Door_MV_01;20220012;18872;143278;-2998;18871;143278;-3039;18877;143316;-2589;158250;644;518;False
H_Door_MV_01;20220013;17616;145184;-3025;17616;145183;-3066;17648;145206;-2616;158250;644;518;False
H_Door_MV_01;20220014;17678;145226;-3025;17646;145204;-3066;17679;145227;-2616;158250;644;518;False
H_Door_MV_01;20220015;20118;145994;-3099;20118;145992;-3140;20155;145996;-2690;158250;644;518;False
H_Door_MV_01;20220016;20193;145994;-3099;20156;145993;-3140;20193;145995;-2690;158250;644;518;False
                                     
# Devils Isle
pirate_isle_001;21240001;42001;208378;-3666;41864;208287;-3785;42006;208383;-3540;187500;100000;10000;True
pirate_isle_002;21240002;43745;212594;-3623;43741;212433;-3742;43749;212600;-3497;187500;100000;10000;True
pirate_isle_003;21240003;42167;213285;-3643;42085;213285;-3760;42247;213286;-3515;187500;476;383;True
pirate_isle_004;21240004;51111;206106;-3912;51105;206102;-4031;51270;206110;-3786;187500;476;383;True
pirate_isle_005;21240005;52910;206720;-3692;52910;206637;-3808;52910;206801;-3563;187500;476;383;True
pirate_isle_006;21240006;52423;219103;-3209;52423;219032;-3312;52423;219174;-3067;187500;1000000;383;False
                                        
# Garden of Eva - Water Walls and Secret Walls
goe_001;22250001;86226;247063;-8584;86085;246961;-8845;86364;247162;-8333;187500;476;383;False
goe_002;22250002;88491;253871;-8584;88436;253707;-8845;88546;254031;-8333;187500;476;383;False
goe_003;22250003;76873;253954;-8584;76816;253788;-8856;76928;254118;-8344;187500;476;383;False
goe_004;22250004;79033;247128;-8584;78897;247031;-8838;79164;247228;-8326;187500;476;383;False
goe_005;22250005;82738;246603;-9093;82574;246603;-9359;82901;246603;-8847;187500;476;383;False
goe_006;22250006;87902;250378;-9093;87845;250218;-9361;87963;250540;-8849;187500;476;383;False
goe_007;22250007;85914;256377;-9093;85778;256278;-9352;86047;256477;-8840;187500;476;383;False
goe_008;22250008;79561;256348;-9093;79427;256253;-9348;79699;256447;-8836;187500;476;383;False
goe_009;22250009;77616;250361;-9093;77560;250195;-9360;77671;250525;-8848;187500;476;383;False
goe_010;22250010;80102;248387;-9611;79968;248290;-9883;80233;248485;-9371;187500;476;383;False
goe_011;22250011;85343;248344;-9611;85204;248243;-9869;85481;248443;-9357;187500;476;383;False
goe_012;22250012;87018;253389;-9611;86965;253223;-9875;87076;253544;-9363;187500;476;383;False
goe_013;22250013;82768;256485;-9611;82603;256484;-9873;82932;256486;-9361;187500;476;383;False
goe_014;22250014;78490;253391;-9611;78435;253230;-9884;78548;253551;-9372;187500;476;383;False
goe_015;22250015;79253;253097;-10118;79196;252936;-10386;79308;253256;-9874;187500;476;383;False
goe_016;22250016;79276;250856;-10118;79220;250697;-10386;79328;251017;-9874;187500;476;383;False
goe_017;22250017;80601;249046;-10118;80464;248949;-10370;80735;249143;-9858;187500;476;383;False
goe_018;22250018;82836;248341;-10118;82672;248340;-10391;82999;248341;-9879;187500;476;383;False
goe_019;22250019;84906;249034;-10116;84761;248927;-10379;85050;249141;-9867;187500;476;383;False
goe_020;22250020;86247;250888;-10118;86186;250724;-10368;86307;251048;-9856;187500;476;383;False
goe_021;22250021;86213;253197;-10118;86157;253034;-10380;86268;253360;-9868;187500;476;383;False
goe_022;22250022;84889;254973;-10118;84750;254873;-10376;85027;255073;-9864;187500;476;383;False
goe_023;22250023;82726;255659;-10118;82560;255658;-10387;82892;255660;-9875;187500;476;383;False
goe_024;22250024;80590;254950;-10118;80454;254851;-10372;80727;255050;-9860;187500;476;383;False
goe_025;22250025;81959;255493;-10734;81657;255478;-10888;82264;255508;-10376;187500;476;383;True
goe_026;22250026;83496;255494;-10734;83194;255479;-10891;83795;255511;-10379;187500;476;383;True
goe_027;22250027;83549;248505;-10734;83247;248490;-10886;83848;248523;-10374;187500;476;383;True
goe_028;22250028;82012;248506;-10734;81713;248490;-10888;82312;248521;-10376;187500;476;383;True
goe_029;22250029;82560;254715;-10880;82395;254712;-11183;82727;254719;-10577;187500;476;383;True
                                 
# Gludin - Clan Halls
gludin_clanhall_001;17220001;-84495;155209;-3150;-84497;155208;-3192;-84494;155246;-2742;158250;644;518;False
gludin_clanhall_002;17220002;-84495;155286;-3150;-84496;155248;-3192;-84494;155286;-2742;158250;644;518;False
gludin_clanhall_003;17220003;-83961;155258;-3150;-83962;155218;-3191;-83960;155257;-2741;158250;644;518;False
gludin_clanhall_004;17220004;-83961;155180;-3150;-83962;155180;-3191;-83960;155219;-2741;158250;644;518;False
gludin_clanhall_005;17220005;-83879;153064;-3149;-83917;153062;-3149;-83878;153064;-2699;158250;644;518;False
gludin_clanhall_006;17220006;-83956;153064;-3149;-83955;153061;-3149;-83916;153065;-2699;158250;644;518;False
gludin_clanhall_007;17220007;-83927;153598;-3149;-83927;153597;-3190;-83889;153599;-2740;158250;644;518;False
gludin_clanhall_008;17220008;-83850;153598;-3149;-83889;153597;-3190;-83850;153599;-2740;158250;644;518;False
gludin_clanhall_009;17220009;-83971;151880;-3112;-84009;151879;-3152;-83971;151882;-2702;158250;644;518;False
gludin_clanhall_010;17220010;-84047;151880;-3112;-84046;151879;-3152;-84008;151881;-2702;158250;644;518;False
                                            
# Gludin - Einhasad Temple
gludin_einhasad_001;17220011;-79737;150063;-3027;-79737;150062;-3067;-79735;150100;-2617;158250;644;518;False
gludin_einhasad_002;17220012;-79737;150138;-3027;-79737;150099;-3067;-79735;150138;-2617;158250;644;518;False
gludin_einhasad_003;17220013;-79740;151522;-3027;-79742;151522;-3068;-79738;151562;-3068;158250;644;518;False
gludin_einhasad_004;17220014;-79740;151598;-3027;-79740;151558;-3068;-79738;151597;-2618;158250;644;518;False

# Gludio - Clan Halls
gludio_clanhall_001;19210011;-14790;125633;-3123;-14791;125595;-3158;-14789;125632;-2708;158250;644;518;False
gludio_clanhall_002;19210012;-14790;125557;-3123;-14791;125557;-3158;-14789;125594;-2708;158250;644;518;False
gludio_clanhall_003;19210013;-14116;125602;-3122;-14117;125602;-3157;-14115;125639;-2707;158250;644;518;False
gludio_clanhall_004;19210014;-14116;125677;-3122;-14117;125640;-3157;-14115;125677;-2707;158250;644;518;False
gludio_clanhall_005;19210015;-12601;123885;-3096;-12637;123884;-3131;-12600;123886;-2681;158250;644;518;False
gludio_clanhall_006;19210016;-12676;123885;-3096;-12676;123884;-3131;-12639;123886;-2681;158250;644;518;False
gludio_clanhall_007;19210017;-15981;123747;-3096;-15981;123734;-3131;-15945;123747;-2681;158250;644;518;False
gludio_clanhall_008;19210018;-15909;123725;-3096;-15945;123723;-3131;-15909;123736;-2681;158250;644;518;False

# Partisans Hideaway - Clan Hall Doors
partisan001;21210001;43643;108908;-1970;43643;108840;-2015;43651;108915;-1565;158250;644;518;False
partisan002;21210002;43643;108783;-1970;43643;108778;-2015;43651;108853;-1565;158250;644;518;False

# Tower Of Insolence - Raid Boss Area Doors
aden_tower_of_hubris;23180001;113876;16953;-1979;113814;16890;-2156;113937;17013;-1801;187500;476;383;False
aden_tower_of_hubris;23180002;113771;16849;-1979;113710;16788;-2156;113833;16910;-1801;187500;476;383;False
aden_tower_of_hubris;23180003;113252;15914;4115;113178;15874;3937;113326;15954;4292;187500;476;383;False
aden_tower_of_hubris;23180004;113117;15970;4115;113043;15930;3938;113191;16010;4293;187500;476;383;False
aden_tower_of_hubris;23180005;113263;15764;7145;113201;15703;6968;113325;15826;7323;187500;476;383;False
aden_tower_of_hubris;23180006;113367;15868;7145;113305;15806;6968;113429;15930;7323;187500;476;383;False

#Imperial Tomb
#Conquerer
conq_mos;25150011;181195;-85594;-7064;181184;-85775;-7261;181256;-85412;-7005;158250;644;518;False
visc_hall_gate;25150012;182981;-85580;-7067;182970;-85759;-7259;183045;-85399;-7003;158250;644;518;False
